checkin_acc,duration,credit_history,purpose,amount,svaing_acc,present_emp_since,inst_rate,personal_status,other_debtors,residing_since,property,age,inst_plans,housing,num_credits,job,dependents,telephone,foreign_worker,status
11,36,32,43,2907,61,72,6,91,101,5,122,48,143,152,2,173,2,191,201,1
11,36,32,41,4365,61,74,3,93,101,2,124,51,143,153,2,174,2,192,201,0
11,27,32,42,3989,64,73,6,93,101,3,123,42,143,152,2,173,2,191,201,0
14,27,34,40,1542,61,73,6,92,101,5,121,54,143,152,3,173,2,191,201,0
11,12,34,40,5097,61,74,2,93,101,6,121,59,143,152,3,172,2,191,202,0
14,18,34,42,8702,65,75,3,93,101,6,122,74,143,151,2,173,2,192,201,0
14,36,32,40,2288,64,74,6,92,101,5,123,51,143,152,2,173,3,192,201,0
13,54,32,43,6710,61,75,6,93,101,3,123,47,143,152,2,173,2,191,201,0
12,9,32,43,1602,61,75,6,93,101,6,123,42,143,152,2,173,3,191,201,0
11,36,34,41,9923,61,71,3,93,101,6,124,113,143,153,3,174,2,192,201,0
14,27,34,46,2796,62,73,6,92,101,3,121,45,143,152,3,173,2,191,201,1
12,90,32,40,11112,62,72,6,92,101,3,122,36,143,152,2,174,2,191,201,1
14,72,34,41,17385,62,73,3,92,101,6,123,36,141,151,3,172,2,191,201,1
11,36,30,42,6165,61,75,5,93,101,6,124,35,141,151,3,173,3,191,201,1
11,9,34,42,5076,61,73,2,91,101,6,121,66,143,151,2,174,2,192,201,1
12,20,32,43,3152,61,72,3,92,103,6,122,35,143,152,2,172,2,191,201,0
11,23,32,44,1913,65,73,6,92,101,3,123,36,143,151,2,173,2,191,201,1
11,36,32,42,6254,61,73,6,93,101,6,122,42,143,152,2,173,2,191,201,0
12,15,32,42,2282,61,73,6,91,101,3,123,47,143,152,2,172,2,191,201,0
12,36,34,46,8615,61,72,3,92,101,6,124,36,143,153,3,173,2,192,201,0
11,32,32,42,5399,61,74,2,92,101,6,123,39,143,151,2,172,2,191,201,0
12,27,32,43,4820,63,72,2,94,101,5,121,38,143,151,2,173,2,191,201,0
12,27,32,49,6659,61,75,2,93,102,2,121,50,141,152,2,174,2,192,201,0
13,15,32,40,5924,61,72,2,93,103,2,122,56,143,152,2,172,3,191,201,0
14,23,34,43,2189,61,73,6,92,101,3,123,65,143,152,2,172,2,191,201,0
12,20,34,43,1323,61,72,6,93,103,6,121,35,143,152,3,173,2,191,201,0
12,36,32,43,5637,63,71,2,92,101,6,124,35,143,151,2,171,2,191,201,0
14,9,33,49,2615,62,73,2,93,101,3,121,51,143,152,3,172,2,191,201,0
12,14,34,46,1704,64,75,6,93,101,5,124,48,143,153,3,173,3,191,201,1
14,14,32,44,1854,61,72,2,92,101,6,121,35,143,151,2,173,2,192,201,0
12,14,32,42,1439,61,73,2,92,101,3,123,44,143,152,2,173,2,191,202,1
14,27,34,41,4844,65,71,3,93,101,6,124,57,143,152,2,174,2,192,201,0
11,18,30,43,9299,61,73,6,93,101,3,122,42,143,151,3,173,2,192,201,1
14,15,32,46,1091,63,75,6,93,101,6,124,69,143,153,2,173,2,192,201,0
12,36,32,40,1869,61,72,6,93,101,3,121,35,142,152,2,172,2,191,201,1
14,18,34,43,3497,65,75,2,93,102,6,121,74,143,152,2,173,2,192,201,0
14,54,33,43,6695,61,73,6,93,101,3,123,39,143,152,3,174,2,192,201,1
14,18,32,43,1164,61,73,6,94,101,3,121,42,143,152,2,173,2,191,201,0
11,45,32,42,3609,61,74,6,92,101,6,121,35,143,151,2,173,2,191,201,1
12,27,32,46,1859,65,73,6,93,101,6,124,92,143,153,2,173,2,191,201,0
13,18,32,43,5099,65,75,3,93,101,5,123,56,143,152,2,174,2,191,201,0
13,18,33,40,3371,61,73,3,92,101,3,123,54,142,152,3,173,2,192,201,0
14,9,32,42,2649,61,73,2,94,101,3,122,32,143,151,2,173,2,191,201,0
11,27,32,42,3710,61,71,6,93,101,2,123,38,143,152,2,171,2,191,201,1
14,18,32,49,2313,61,74,3,93,101,6,123,54,143,152,2,173,2,192,201,0
14,27,34,41,5775,61,74,5,93,101,2,123,41,143,152,3,173,2,191,201,0
11,27,32,42,5475,61,72,2,92,101,6,123,33,143,151,2,173,2,191,201,0
11,54,32,42,5169,61,75,6,93,101,3,123,63,143,152,2,173,3,191,201,1
12,27,32,42,4502,61,74,3,92,101,6,121,60,143,151,2,173,2,191,201,0
14,54,32,40,4619,65,73,6,93,101,6,121,54,143,152,2,173,2,191,201,0
14,27,34,43,9105,61,75,5,93,101,6,123,50,143,152,3,173,2,192,201,0
14,15,34,42,3219,61,72,2,92,101,5,121,35,143,151,3,173,2,191,201,0
14,90,34,40,20634,65,75,3,93,101,6,124,95,141,153,2,174,2,192,201,0
12,90,31,410,22173,62,75,5,92,101,6,124,90,141,153,3,174,2,192,201,1
11,72,31,49,11528,61,74,3,92,103,6,123,56,143,151,2,173,2,191,201,1
14,27,33,43,3480,61,71,3,94,101,5,121,51,143,152,3,173,2,191,201,0
14,11,33,43,1269,65,75,5,93,101,6,124,54,143,153,2,173,2,191,201,0
12,54,32,40,21477,61,75,6,93,101,3,124,86,143,153,2,174,2,192,201,1
14,9,34,40,543,62,73,6,92,101,6,123,78,143,152,3,172,2,191,201,0
11,30,32,42,3318,65,74,6,93,101,6,123,59,143,152,2,173,2,192,201,0
12,27,32,41,19464,61,71,5,92,101,6,124,57,143,153,2,174,2,192,201,1
14,33,32,40,1925,65,74,6,92,101,6,122,38,143,151,2,173,2,191,201,0
13,18,32,40,1995,61,72,6,93,101,2,121,39,143,152,2,173,2,191,201,0
14,45,33,49,6408,62,73,3,93,101,3,122,39,143,152,3,172,2,191,201,0
14,27,34,43,3357,61,73,3,92,101,2,123,38,143,152,3,173,2,191,201,0
14,27,32,43,1689,65,72,6,92,101,3,121,32,143,151,2,173,2,192,201,0
12,27,34,42,11061,61,71,6,93,101,6,122,60,142,152,3,174,2,192,201,0
12,23,34,49,3489,63,73,3,93,101,6,123,41,141,152,2,173,2,191,201,0
14,14,32,49,2174,61,74,5,92,101,3,123,41,143,152,3,173,2,191,201,0
14,27,32,40,2730,61,73,3,94,101,3,122,45,143,152,2,174,2,192,201,0
12,18,32,42,1475,64,72,2,92,101,6,121,29,143,151,2,172,2,191,201,0
11,54,32,40,4874,61,74,3,93,101,6,124,59,141,153,2,174,3,192,201,0
11,9,34,43,2936,61,74,2,92,101,6,123,47,143,152,2,173,2,191,201,0
14,14,34,42,3609,61,71,3,93,101,5,123,47,143,152,2,174,2,191,201,0
12,59,33,46,17640,62,74,3,93,101,5,124,48,143,151,2,173,2,192,201,0
11,18,32,42,3867,61,71,5,92,101,6,124,83,143,153,2,174,2,191,201,0
11,54,34,42,3522,61,73,5,94,101,3,122,69,143,152,3,173,2,192,201,0
12,18,32,40,1835,61,75,2,91,101,2,121,69,143,151,3,173,2,191,201,1
14,36,34,43,2274,64,73,6,92,101,2,121,65,143,152,3,172,2,191,201,0
14,27,32,43,2210,61,72,5,94,101,6,121,59,143,152,2,173,2,192,201,0
12,27,34,49,2831,65,73,6,94,101,6,121,42,141,152,3,173,2,191,201,0
14,36,33,49,12972,61,72,3,93,101,3,123,41,141,152,3,173,2,192,201,1
14,21,33,40,1203,61,73,6,93,101,3,123,41,143,152,3,172,2,191,201,0
12,27,33,40,4349,65,75,6,93,101,6,123,65,143,152,2,173,3,191,201,0
12,36,32,43,3059,61,72,2,94,101,2,122,33,143,152,2,173,2,192,201,1
14,36,34,41,3296,65,74,6,93,101,6,123,65,143,152,3,173,3,192,201,0
11,23,32,43,1580,61,72,6,94,101,3,121,41,143,152,2,173,2,191,202,0
14,36,32,43,4853,63,75,5,91,101,3,123,39,143,152,2,174,2,192,201,0
13,18,34,40,1409,63,74,6,94,101,3,121,42,143,152,5,173,2,192,201,1
12,36,32,43,2951,61,75,6,92,101,6,123,30,143,152,2,173,2,192,201,0
14,50,34,41,10880,61,74,5,93,101,3,123,53,143,152,3,174,2,192,201,0
14,18,34,49,3438,61,71,6,93,101,3,123,63,142,152,3,174,2,192,201,1
14,15,32,40,2396,63,73,5,93,101,3,124,60,143,151,2,172,3,191,202,0
11,36,32,40,2072,65,73,6,92,101,3,122,53,143,152,2,173,2,191,201,1
14,54,34,41,8763,61,75,3,93,101,3,122,53,143,152,3,173,3,192,201,0
11,18,32,40,3869,61,72,6,93,101,2,121,50,143,152,2,172,3,191,201,1
11,27,33,46,12707,65,73,2,92,101,3,123,35,143,151,3,173,2,192,201,0
14,32,32,40,4173,63,74,2,92,101,3,123,47,141,152,2,174,2,191,201,0
12,27,32,40,1563,65,73,6,92,101,3,122,50,143,152,2,173,2,191,201,1
14,23,32,40,4779,64,74,3,92,101,5,123,30,143,151,2,173,2,191,201,0
12,18,32,41,3042,65,73,6,93,101,3,123,45,143,152,2,173,2,191,201,0
12,18,34,40,1437,61,74,3,93,101,5,121,71,143,152,3,172,3,191,201,0
14,32,33,42,2387,62,74,6,93,101,5,121,51,143,152,3,174,2,191,201,0
12,18,32,42,4143,65,75,2,92,101,3,122,38,141,152,2,173,2,192,201,1
12,27,32,41,4169,61,73,2,94,101,5,123,32,143,151,2,173,2,192,201,0
14,42,34,43,4115,61,75,6,93,101,3,123,44,143,152,3,173,2,191,201,0
14,27,34,43,1724,64,73,6,93,101,5,121,69,143,152,3,173,2,191,201,0
14,14,32,42,1970,61,75,2,93,101,6,123,30,143,152,2,173,2,191,201,0
11,27,34,45,1785,61,71,3,92,101,6,124,83,143,153,5,171,3,191,201,1
14,8,32,49,5172,61,74,2,93,101,6,121,111,143,152,2,172,2,191,201,0
12,36,32,410,16992,61,73,3,93,102,5,123,44,141,152,3,174,2,192,201,1
11,9,34,42,2808,61,71,6,93,101,6,124,54,143,153,5,174,2,192,201,0
14,36,34,45,3087,61,73,6,91,101,3,121,50,143,152,3,173,2,192,201,0
11,14,32,42,3204,61,73,5,93,101,3,121,38,143,152,2,173,2,191,201,0
12,18,32,43,2226,65,73,3,94,101,2,121,38,143,152,2,173,2,192,201,1
14,9,32,45,990,63,74,3,94,101,6,121,35,143,151,2,172,2,191,201,0
14,36,34,40,1931,64,75,6,92,101,6,121,56,143,152,3,173,2,192,201,0
11,63,34,45,5091,61,71,6,93,102,6,123,98,143,152,3,171,2,191,201,0
13,18,31,49,914,61,72,6,92,101,2,121,39,143,152,2,171,2,191,201,1
14,18,32,40,2826,61,75,6,93,101,6,123,59,143,152,2,174,2,192,201,0
11,18,32,42,2430,61,73,3,92,102,5,122,45,143,152,2,173,2,191,201,0
12,30,33,410,3944,61,73,3,93,101,5,123,44,141,152,3,173,2,192,201,0
14,18,32,46,1079,61,75,6,93,101,6,123,62,141,152,2,172,3,191,201,1
12,72,34,42,7644,61,73,3,92,101,5,123,45,143,152,2,174,2,192,201,1
14,14,34,46,1866,65,75,6,92,101,6,122,62,143,151,3,172,2,191,201,0
11,54,32,40,2763,61,72,6,92,101,6,123,51,143,152,2,173,2,192,201,1
12,11,32,43,3864,61,73,3,93,103,3,121,53,143,152,2,173,2,191,201,0
13,18,32,42,2136,65,75,5,92,101,6,121,83,143,152,2,174,2,192,201,0
12,23,33,45,2268,64,73,5,94,101,5,122,92,142,152,3,173,2,191,201,1
14,54,34,41,16581,65,73,6,93,101,3,123,45,143,152,2,174,2,192,201,0
14,9,32,43,777,61,73,5,92,101,2,121,44,143,152,2,173,2,191,201,0
14,18,30,42,4139,61,75,3,93,101,6,122,51,143,152,3,173,2,191,201,0
14,36,32,41,4005,61,75,6,93,101,6,123,53,143,152,2,174,2,192,201,0
11,36,32,40,7226,61,74,3,93,102,5,122,47,143,152,2,173,2,192,201,1
14,36,32,41,4019,61,72,6,92,101,2,124,44,143,152,2,174,2,192,201,0
11,17,34,40,5858,61,73,3,93,101,3,121,54,143,151,3,173,3,191,201,0
11,18,32,41,5079,61,75,5,93,101,6,124,53,143,153,2,173,2,192,201,1
11,9,32,44,515,61,72,6,92,101,2,121,41,143,152,2,173,2,191,201,0
14,27,32,43,6891,61,72,5,93,101,3,123,48,143,152,2,173,2,192,201,0
11,54,32,42,5430,61,73,2,93,103,3,122,56,143,152,2,173,3,191,201,0
11,23,32,40,2582,61,72,3,93,101,5,121,54,143,152,2,173,2,191,201,0
12,18,32,42,4526,61,72,5,92,101,2,121,51,143,151,2,174,2,191,201,0
12,18,32,48,1131,65,75,6,93,101,6,122,57,143,152,3,173,2,191,201,0
14,27,32,49,2925,61,74,6,93,101,2,123,51,142,152,3,173,2,192,201,0
11,36,32,41,4386,61,73,5,93,103,6,124,95,141,152,2,173,3,192,201,0
11,36,33,43,2489,61,72,6,92,101,3,123,44,143,151,2,172,2,192,201,1
14,72,33,43,10857,65,75,5,93,101,5,123,48,141,152,3,173,3,191,201,0
14,50,33,49,4146,61,73,3,92,101,3,123,39,143,152,3,173,2,192,201,0
14,36,33,41,7019,61,74,5,93,101,5,123,53,143,152,3,172,2,192,201,0
12,36,32,43,4638,62,72,5,94,101,3,123,33,143,151,2,173,2,192,201,1
11,9,32,46,672,61,72,6,92,101,6,122,35,143,152,2,173,2,191,201,1
11,14,32,40,981,61,73,6,93,101,5,123,42,143,152,2,172,2,191,201,1
14,9,32,48,1857,65,71,6,93,101,6,122,54,143,152,2,174,3,192,201,0
12,27,34,43,1868,61,73,6,94,101,3,123,50,143,152,2,173,2,191,201,1
11,27,30,42,4671,61,72,2,92,101,6,122,39,143,151,2,173,2,191,201,1
14,59,32,41,3854,63,73,6,93,101,6,123,36,143,152,2,173,2,191,201,0
13,36,32,43,7728,61,74,6,93,101,3,123,38,141,152,2,173,2,191,201,0
12,18,32,49,1556,62,74,5,93,101,6,121,59,143,152,2,172,2,191,201,0
11,23,34,42,2217,61,75,6,93,101,6,123,66,143,152,3,173,3,192,201,0
12,18,34,43,5360,61,73,2,92,101,2,121,35,143,152,2,172,2,191,201,0
12,36,32,40,1802,61,72,6,93,101,2,122,39,143,152,2,173,2,191,201,0
11,45,32,42,5433,64,75,6,92,101,6,122,86,143,151,3,173,2,192,201,0
14,23,33,42,1440,64,74,5,92,101,3,122,45,143,152,3,173,2,191,201,0
14,18,34,40,1745,63,73,6,93,101,6,121,66,143,152,2,173,2,192,201,0
12,9,33,40,1814,61,71,6,93,101,6,122,71,143,152,2,174,2,192,201,1
14,18,32,43,4616,61,73,3,93,101,6,123,78,143,152,2,173,2,192,201,0
14,36,32,40,5636,61,75,6,92,102,6,124,93,143,153,2,173,2,192,201,0
14,15,32,40,2127,62,73,5,93,101,3,121,53,143,151,2,172,2,191,202,0
14,9,32,40,5277,61,73,3,93,103,5,122,39,143,151,2,173,2,191,201,0
14,18,34,43,2901,61,75,3,93,101,3,124,39,143,152,3,173,2,191,201,0
12,41,30,49,12477,61,75,3,92,101,6,124,63,143,153,3,174,2,192,201,1
14,9,34,43,1856,62,73,2,92,101,2,122,41,143,152,3,173,2,191,201,0
12,9,32,43,552,65,75,6,93,101,6,122,57,143,152,2,173,2,191,201,0
11,18,34,40,3183,61,73,5,93,101,3,121,59,143,151,3,172,3,191,202,0
11,36,32,42,4494,65,73,3,94,101,6,123,30,143,152,2,173,2,191,201,1
12,54,32,42,13551,62,72,6,93,102,2,124,44,143,151,2,174,2,192,201,1
14,36,34,42,2378,61,74,6,93,101,5,122,60,143,152,3,173,2,191,201,0
12,27,32,43,1952,61,75,6,94,103,3,121,48,143,152,2,172,2,191,201,0
13,9,34,40,1985,62,75,3,91,101,6,123,42,143,152,3,173,3,192,201,0
11,36,32,40,4685,61,72,6,92,101,2,122,41,143,152,2,173,2,191,201,1
11,54,32,41,8240,61,75,3,93,101,6,124,63,143,153,2,173,3,191,201,0
13,14,32,43,1689,62,75,3,91,101,6,121,74,143,152,2,173,2,191,201,0
12,36,34,43,1824,62,72,6,93,101,6,124,57,141,152,3,173,3,191,201,1
11,36,32,40,1811,61,72,6,92,101,6,122,36,143,151,2,173,2,191,201,1
14,15,32,40,1964,65,73,6,93,103,6,122,41,143,152,2,172,2,191,201,1
13,23,34,41,3540,63,73,3,93,101,3,123,54,143,152,2,173,2,192,201,0
12,23,31,40,10275,62,71,2,93,101,3,122,51,143,152,2,174,3,192,201,1
14,36,32,43,2120,61,73,6,94,101,3,122,42,143,152,2,173,2,191,201,0
14,59,32,41,12882,62,75,6,93,101,3,123,68,143,152,2,174,2,192,201,0
11,18,32,40,1139,61,74,6,93,101,3,121,39,143,152,2,173,2,191,201,1
14,54,32,41,7029,61,73,3,93,101,3,124,48,143,153,2,174,2,192,201,0
13,23,32,49,4031,61,74,3,93,101,6,122,39,143,151,2,173,2,192,201,0
12,18,33,43,878,61,73,6,94,102,6,121,30,143,151,3,173,2,191,201,0
14,36,32,40,3383,65,72,6,93,101,2,122,81,143,152,2,173,2,191,201,0
11,9,34,40,914,61,74,6,92,101,5,122,56,143,152,3,173,2,191,202,0
11,9,34,40,2042,61,72,3,93,101,6,121,60,143,152,2,172,3,191,202,0
14,54,34,42,10691,61,72,3,92,101,6,122,35,143,151,3,173,2,192,201,1
11,9,32,40,1805,62,75,5,93,101,3,122,65,143,152,2,173,2,192,201,0
14,9,34,43,1050,65,75,6,93,101,6,124,54,143,153,3,173,2,191,201,0
14,36,34,45,8261,61,75,5,93,101,6,124,66,143,153,3,173,2,191,201,0
11,27,32,43,4785,61,73,3,92,101,3,121,36,143,152,2,173,2,191,201,1
11,72,30,42,10679,61,73,5,93,101,6,124,80,143,153,3,173,3,191,201,1
14,36,32,41,5232,62,74,5,92,101,6,123,35,143,152,2,173,2,191,201,0
12,27,32,43,1670,61,73,6,92,103,6,121,39,143,152,2,172,3,191,201,0
12,39,32,41,11949,61,72,3,93,101,5,123,45,143,152,3,173,2,191,201,0
14,23,34,46,2298,62,73,6,92,101,5,123,47,143,152,2,173,2,191,201,0
14,6,34,43,2255,61,74,3,93,101,2,121,63,143,152,3,172,3,191,201,0
11,54,32,43,3453,61,73,6,91,101,6,123,47,143,151,2,173,2,191,201,1
11,9,32,40,993,61,72,5,93,101,6,121,62,143,152,2,172,3,192,201,0
12,54,32,46,3410,61,74,5,93,101,2,123,48,143,152,3,173,3,191,201,0
12,23,32,40,3947,62,73,3,92,101,6,123,42,143,151,3,173,2,192,201,1
14,18,33,41,2255,61,73,6,94,101,6,121,62,143,151,2,173,2,191,201,0
14,36,32,43,1967,62,74,6,94,101,5,122,39,143,152,2,173,2,192,201,0
14,36,32,43,4658,65,72,6,93,101,3,123,38,143,152,3,173,2,191,201,0
13,32,34,46,3479,61,72,3,91,101,2,123,50,143,151,2,173,2,191,201,1
11,9,32,40,2061,65,71,6,92,101,5,122,113,143,152,2,174,2,192,201,0
12,27,34,42,5418,61,75,5,92,101,6,122,56,143,152,2,173,2,192,201,0
11,72,32,40,11645,61,75,6,93,101,6,124,63,141,153,2,174,2,191,201,1
13,27,32,42,4574,61,72,2,92,101,2,122,68,142,152,2,172,2,191,201,0
12,18,32,43,2301,61,72,2,94,101,2,121,35,143,151,2,173,2,191,201,1
14,36,33,40,3048,61,75,6,93,101,6,124,90,143,153,3,173,2,192,201,0
11,45,32,42,9525,65,75,6,93,101,6,122,47,143,152,2,173,2,191,201,1
13,27,32,42,4296,61,73,3,93,101,2,121,51,143,152,2,172,3,191,201,1
14,18,34,40,1883,61,75,6,93,101,6,121,92,143,152,3,172,2,191,201,0
11,36,33,40,2000,61,71,6,93,101,3,121,65,143,153,3,173,3,191,201,1
14,36,34,40,3033,61,73,6,92,101,6,123,56,143,152,2,173,2,192,201,0
14,36,32,43,2328,61,74,5,93,101,2,123,48,141,152,2,173,3,191,201,0
11,18,31,43,939,61,73,6,92,101,6,121,36,141,152,2,172,2,191,201,1
14,72,34,41,13287,65,74,3,93,101,2,124,53,143,153,3,173,2,192,201,0
14,18,34,45,1494,65,74,6,92,101,6,121,35,143,152,3,173,2,191,201,0
14,9,31,43,2625,63,75,3,93,101,6,122,68,141,152,2,172,3,191,201,0
11,72,32,43,10499,61,74,2,94,103,2,121,51,143,152,3,173,2,192,201,1
12,18,34,40,2993,62,72,6,93,101,2,123,41,143,152,2,173,2,191,201,0
12,14,32,46,1799,61,74,6,92,101,6,122,101,143,152,3,174,2,192,201,0
12,18,32,43,1997,61,72,3,93,101,2,123,33,142,152,2,173,2,191,201,1
12,27,30,40,3417,62,72,5,92,101,5,123,42,143,152,3,173,2,191,201,1
14,32,30,40,7505,65,73,2,92,101,6,122,44,141,152,3,173,2,192,201,1
11,36,31,42,5328,61,74,5,93,101,6,123,41,141,152,2,173,2,191,201,1
12,27,34,42,2892,61,72,3,93,101,3,121,47,143,152,3,172,2,191,201,1
11,36,32,41,4446,65,75,6,93,101,6,124,74,141,153,2,173,3,192,201,0
11,36,31,43,2319,61,74,6,93,103,6,123,36,141,151,2,172,2,191,201,1
13,9,33,43,1025,61,72,3,92,101,2,122,44,141,152,2,173,2,191,201,0
12,54,32,40,18584,65,73,2,93,101,6,124,56,143,153,2,173,2,192,201,1
12,36,33,49,7068,65,73,6,93,101,3,122,56,141,152,3,174,2,192,201,0
12,36,33,43,2330,62,74,5,92,101,3,122,35,143,151,3,173,2,192,201,0
11,18,32,40,2058,61,74,3,91,101,5,123,54,143,152,2,173,2,191,201,1
14,36,34,43,3867,64,75,3,93,101,3,123,51,143,152,2,173,2,191,201,0
12,72,32,43,5969,65,74,6,93,101,2,123,62,143,152,3,173,3,192,201,0
11,72,32,43,10137,61,73,5,92,101,3,123,47,143,152,2,173,2,192,201,1
11,36,32,42,4851,61,72,6,92,101,6,121,35,143,151,2,172,2,192,201,1
14,45,34,43,8931,61,74,5,93,102,3,123,57,143,152,2,173,2,191,201,0
14,36,32,41,8150,65,71,3,92,101,6,122,39,143,151,2,174,2,192,201,0
11,23,32,49,1209,61,73,6,92,101,6,122,33,143,152,2,172,2,191,201,0
12,14,32,43,1623,61,75,6,93,101,6,123,41,143,152,3,172,2,191,201,0
14,23,34,42,4182,61,74,3,92,102,5,123,36,141,152,3,173,2,191,201,0
12,18,32,43,4395,61,74,3,92,101,2,121,41,143,152,2,173,2,191,201,0
14,36,34,46,2891,65,73,5,92,101,3,123,50,143,152,3,173,2,192,201,0
12,54,34,40,4230,61,72,6,91,101,6,123,41,143,152,3,173,2,191,201,1
14,36,32,48,1406,61,72,6,94,101,5,123,41,143,152,3,172,2,191,201,0
12,27,34,40,1584,61,75,5,93,103,5,121,45,141,152,3,173,2,191,201,1
12,18,34,40,4686,61,72,2,93,101,5,121,74,141,152,3,172,3,191,201,0
14,14,32,42,2082,61,73,6,92,101,3,121,39,143,151,2,173,2,191,201,0
12,54,32,45,3576,61,72,6,93,101,2,124,50,143,151,2,172,2,191,201,1
14,18,32,40,3200,65,75,6,92,101,6,124,78,143,153,2,174,2,192,201,0
11,27,32,42,3059,61,73,2,92,101,6,121,30,141,151,2,173,2,191,201,1
11,14,34,40,4199,61,73,3,93,101,3,121,54,143,151,3,173,3,191,201,0
11,18,32,42,1934,61,73,6,93,103,2,122,32,143,152,2,172,2,191,201,0
11,27,32,44,1826,61,73,6,94,101,5,121,71,143,152,2,172,2,192,201,1
11,18,34,42,3369,61,75,5,93,101,5,122,90,143,152,3,173,2,191,201,1
11,18,34,43,578,61,74,6,92,101,5,121,87,143,152,6,172,2,192,201,0
12,36,33,40,2948,65,73,6,92,101,6,123,63,143,151,3,173,2,192,201,0
14,32,32,49,2358,64,75,6,92,101,6,121,54,141,152,2,172,2,191,201,0
12,36,32,40,4077,61,73,5,92,101,6,122,30,143,151,2,172,2,192,201,1
11,36,31,410,2037,65,75,6,93,101,5,123,60,142,152,2,174,2,192,201,1
12,9,31,40,1397,62,72,2,92,101,2,122,48,142,152,2,172,2,191,201,1
11,36,32,40,2163,61,74,6,92,101,6,123,35,143,151,3,173,2,191,201,1
12,36,30,49,6362,61,73,2,93,101,6,121,54,143,152,5,172,2,192,201,1
14,27,34,40,4163,61,74,3,93,101,3,122,47,141,152,3,173,2,191,201,1
14,36,33,49,5795,61,73,2,93,101,3,124,48,143,153,2,173,2,191,201,0
12,11,32,43,3494,61,72,2,92,103,2,121,68,143,152,2,173,2,191,201,0
12,14,32,42,1377,61,73,6,92,101,2,122,45,143,152,2,173,2,191,201,1
12,36,31,46,2756,61,74,6,92,101,6,124,51,141,153,2,172,2,191,201,1
14,54,32,42,5024,61,73,6,92,101,3,123,42,143,152,2,174,2,192,201,1
13,15,32,42,1913,61,72,6,92,101,3,122,35,143,152,2,173,2,191,201,0
11,36,31,42,4242,63,73,6,93,101,6,121,33,142,152,2,173,2,192,201,0
14,36,34,49,6789,61,73,5,93,101,3,121,111,143,152,2,174,2,192,201,0
12,54,32,43,4007,62,73,6,92,102,6,124,75,143,153,2,173,2,191,201,1
14,27,32,43,3077,61,72,6,93,101,2,121,50,143,152,2,173,2,191,201,0
14,23,32,41,1950,65,75,6,93,101,6,124,68,141,153,2,173,3,191,201,0
11,18,32,44,1112,62,71,6,92,101,5,122,33,143,152,2,173,2,191,201,1
13,15,32,40,1860,62,75,2,92,101,6,124,72,143,153,2,172,3,191,201,1
11,32,32,43,5036,64,72,6,92,101,3,123,44,141,152,2,173,2,191,201,0
11,36,31,41,5448,61,73,2,92,103,6,123,33,141,151,2,173,2,191,202,0
14,27,33,42,2712,61,74,6,92,101,2,121,33,143,152,2,173,2,191,201,1
12,72,30,49,18306,65,73,3,93,101,3,123,72,141,152,2,174,2,192,201,0
12,90,33,43,13736,65,73,3,93,101,3,124,41,143,153,2,174,2,191,201,0
11,9,34,40,5514,61,73,2,93,101,5,121,56,143,151,5,173,3,191,201,0
12,45,32,42,5162,62,73,3,92,102,6,123,32,143,151,2,173,2,191,201,1
14,18,32,40,960,61,73,6,91,101,3,121,74,143,152,2,172,2,191,201,0
12,32,34,49,5478,61,74,3,93,101,5,122,41,143,152,3,173,2,191,201,0
14,27,34,40,2295,61,73,5,93,101,3,122,48,141,152,3,173,2,191,201,1
14,72,32,49,5871,65,73,6,91,101,3,121,57,141,152,2,173,2,191,201,1
11,18,32,42,2787,61,72,6,92,101,2,123,33,143,151,2,173,2,191,201,0
11,27,32,43,3900,61,73,6,93,101,6,124,98,143,153,3,173,2,191,201,1
14,23,32,43,2969,65,75,6,93,101,3,123,53,143,152,2,173,2,191,201,0
13,9,32,42,3174,61,73,3,93,101,3,121,62,143,152,2,173,2,192,201,0
12,14,31,40,2156,62,74,3,93,101,5,124,44,143,152,2,173,2,191,201,1
14,63,34,42,6063,63,73,6,93,101,6,121,54,143,152,3,173,2,192,201,0
14,14,32,46,5748,65,75,2,93,101,6,121,96,143,152,2,172,2,191,201,0
11,36,32,43,5490,61,73,3,92,101,6,123,42,143,152,2,173,2,191,201,0
11,27,31,42,2330,61,73,6,93,101,5,123,66,141,152,2,173,2,191,201,1
12,23,32,43,2166,65,72,6,93,101,2,122,35,143,152,2,173,2,191,201,0
14,14,32,42,2970,61,72,3,92,102,3,123,29,143,151,3,173,2,191,201,1
12,36,32,40,2033,61,72,5,92,101,6,123,38,143,152,2,172,2,192,201,1
14,18,32,46,2090,61,75,6,93,101,6,122,71,141,152,5,173,3,192,201,0
14,36,32,43,2064,63,74,6,92,101,2,123,42,143,152,2,173,2,191,201,0
14,90,33,43,23480,61,74,3,93,101,6,123,32,143,152,3,173,2,192,201,0
14,18,32,43,2240,61,72,6,92,101,5,123,51,143,152,2,173,3,191,201,0
11,63,33,43,6555,61,74,5,93,101,3,122,39,141,152,3,173,3,192,201,1
11,27,32,46,1125,61,71,6,92,101,2,121,41,143,152,2,171,2,191,201,1
12,23,32,45,1962,61,75,6,93,101,6,123,57,143,152,3,172,2,191,201,0
14,23,32,46,6935,62,73,5,93,101,3,122,60,143,152,2,174,2,192,201,1
14,36,34,43,2777,61,74,6,94,103,3,123,50,143,152,3,173,2,192,201,0
